conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1758343367816323515,Sat Feb 17 16:54:16 +0000 2024,0,@PaundraJuve Contoh kemarin jokowi KIP KIS dan prabowo makan siang gratis.Ide perubahan bagus tapi harus lebih detail lagi program yg diunggulkan &amp; promosikan terus menerus.Psikologis pemilih juga nggak melulu soal presidenya pendukungnya pun bisa jadi bahan perbincangan.2029 layak maju lagi.,1758897664987627643,,pixelbit99,in,indonesia,0,0,0,https://x.com/pixelbit99/status/1758897664987627643,16104154,pixelbit99
1758806005985734754,Sat Feb 17 10:50:03 +0000 2024,0,Ini namanya keberlanjutan program pemerintahan Jokowi yang sudah bagus ya adik adik.. Kalian orang tua masa sih ngga ngeri..eh ngerti. KUONTWOUL. Prabowo Bakal Pangkas Subsidi BBM Demi Makan Siang Gratis https://t.co/nE6zXRmDXi,1758806005985734754,,,in,Jauh dari Pencipta.,0,0,0,https://x.com/TKehendak/status/1758806005985734754,1238730771868741632,TKehendak
1758787332319428857,Sat Feb 17 09:35:51 +0000 2024,1,Budiman Ungkap Persiapan Program Makan Siang Gratis. Program Bagus Yang Ditunggu Masyarakat Tidak Mampu dan di Daerah 3T.... Semoga Tidak Ada Lagi Stunting https://t.co/b3eFX7tsBO,1758787332319428857,,,in,,0,0,1,https://x.com/jari_droid/status/1758787332319428857,1486631613932834819,jari_droid
1758375335375372486,Sat Feb 17 08:09:22 +0000 2024,2,@03__nakula berawal di solo program makan siang susu gratis untuk anak sekolah dan ibu hamil yg kurang mampu.. mau dilanjutkan ke seluruh indo ini ada saksinya kalo program tersebut bagus. apasalahnya program tersebut? toh juga ada program lainnya untuk ciptakan lapangan kerjaan https://t.co/wttwt4deHr,1758765569971769712,https://pbs.twimg.com/media/GGhj84AbYAAXYbE.jpg,03__nakula,in,,0,1,0,https://x.com/santiadrianaa/status/1758765569971769712,2434727190,santiadrianaa
1758719751243891148,Sat Feb 17 05:07:18 +0000 2024,2,Saya punya solusi yg bagus untuk program pak Prabowo terkait makan siang gratis ini solusinya.. ganti saja kata gratis dgn kata berbayar .. insya Allah makan siangnya tetap jalan dan subsidi BBM tidak perlu dipangkas.. Ok gasssss https://t.co/neoXldynww,1758719751243891148,https://pbs.twimg.com/media/GGg6SCXbQAA_eMj.jpg,,in,Indonesia Raya,0,1,1,https://x.com/OmonOmon__/status/1758719751243891148,578096883,OmonOmon__
1758410155321069770,Sat Feb 17 02:40:55 +0000 2024,0,@Dennysiregar7 Kalo menurut saya program makan siang gratis disekolah untuk anak² itu bagus loh. Karna ga semua anak2 sekolah dpt uang jajan yg cukup dari ortu mereka. pun kalo dpt uang jajan+makan gratis uang jajan mereka bisa disimpan buat nabung/keperluan mereka yg lain.,1758682912957096401,,Dennysiregar7,in,"Bekasi, Jawa Barat",0,0,0,https://x.com/AmeiliaAlya/status/1758682912957096401,1313664906265206785,AmeiliaAlya
1758465449736749255,Sat Feb 17 01:48:03 +0000 2024,0,@jankasikendor @kegblgnunfaedh Bagus sih nanti 2029 tinggal bilang melanjutkan program makan siang dan susu gratis . Enak kan?,1758669608876405189,,jankasikendor,in,lawstud'22,0,0,0,https://x.com/dutaiseng/status/1758669608876405189,1466250945898057731,dutaiseng
1758625461238923377,Fri Feb 16 22:52:38 +0000 2024,1,semua program yang bener bener bagus ketutup sama satu program. makan siang gratis. HHHHH padahal lu bisa pilih yang programnya banyakin beasiswa dll. pendidikan dapet buat masadepan jg dapet. jangankan makan mobil juga bisa kebeli. hft harus ngomong gmn lagi ya gua,1758625461238923377,,,in,"DKI Jakarta, Indonesia",0,1,0,https://x.com/cushionceu/status/1758625461238923377,1625122250717536262,cushionceu
1758508997873938688,Fri Feb 16 15:09:51 +0000 2024,0,Program makan siang gratis bagus ya Iya bagus. Terus kita lupa nanya cara nerapin sama anggarinnya gimana,1758508997873938688,,,in,,0,0,0,https://x.com/nyaricerita/status/1758508997873938688,1230846232534245379,nyaricerita
1758476021362516202,Fri Feb 16 12:58:49 +0000 2024,273,Thread ttg studi2 ilmiah yg buktikan program makan siang gratis berdampak bagus bagi perbaikan gizi anak2 kurang mampu x tingkatkan nilai rapor di sekolah. Studi yg menarik and based on data bukan feeling :),1758476021362516202,,,in,,21,54,43,https://x.com/Strategi_Bisnis/status/1758476021362516202,190535830,Strategi_Bisnis
1758433443422376418,Fri Feb 16 12:45:34 +0000 2024,56,Program makan siang gratis ini banyak dicibir sebagian kalangan. Sejatinya sdh banyak riset ilmiah di berbagai negara yg buktikan program makan gratis ini BAGUS DAMPAKNYA bagi : perbaikan gizi daya kognitif dan kesehatan anak2 kurang mampu. https://t.co/hilGf2DwFS,1758472687805161487,,Strategi_Bisnis,in,,3,7,13,https://x.com/Strategi_Bisnis/status/1758472687805161487,190535830,Strategi_Bisnis
1758142150754373844,Fri Feb 16 10:09:11 +0000 2024,0,@antqromantica justru model kaya gini tuh lebih bagus daripada gratis kalau program makan siang dan susu itu dibuat dengan model kaya gini bakalan lebih hemat anggaran dan masyarakat bisa mandiri,1758433331644166154,,antqromantica,in,,0,0,0,https://x.com/yllwax/status/1758433331644166154,1396487654665965568,yllwax
1758409111170163109,Fri Feb 16 08:32:56 +0000 2024,0,program dana tambahan penelitian tuh bagus banget anjingg kenapasih orang ornag ini gaada yang paham kenapa lo pada milih makan siang gratis yang abis abisin dana apbn daripada dana tambahan penelitian iTU MEMUDAHKAN BANGET BUAT KITAA ANJIRRRRRRR,1758409111170163109,,,in,21+,0,0,0,https://x.com/OatMwal/status/1758409111170163109,1435271526320730124,OatMwal
